"Date","Price","Open","High","Low","Vol.","Change %"
"02/05/2023","1,150.55","1,173.03","1,190.31","1,141.20","2.70B","-2.22%"
"01/29/2023","1,176.67","1,142.82","1,228.49","1,129.98","3.14B","2.25%"
"01/22/2023","1,150.81","1,085.35","1,159.39","1,072.26","2.57B","6.38%"
"01/15/2023","1,081.81","1,091.75","1,105.25","1,050.70","1.95B","-0.51%"
"01/08/2023","1,087.35","1,039.83","1,087.99","1,029.35","2.52B","5.76%"
"01/01/2023","1,028.10","1,010.71","1,031.70","987.46","2.03B","2.25%"
"12/25/2022","1,005.48","1,003.95","1,010.48","981.17","1.80B","-0.26%"
"12/18/2022","1,008.10","1,041.22","1,041.45","986.40","2.49B","-3.10%"
"12/11/2022","1,040.40","1,077.00","1,128.28","1,034.14","2.66B","-3.63%"
"12/04/2022","1,079.62","1,115.65","1,118.71","1,069.33","1.95B","-4.48%"
"11/27/2022","1,130.29","1,101.83","1,140.89","1,087.93","2.10B","2.10%"
"11/20/2022","1,107.04","1,089.23","1,111.01","1,072.74","1.28B","1.13%"
"11/13/2022","1,094.65","1,118.53","1,143.26","1,081.95","2.41B","-3.15%"
"11/06/2022","1,130.23","1,073.62","1,135.99","1,023.30","2.65B","5.93%"
"10/30/2022","1,066.96","1,127.56","1,146.40","1,045.99","2.54B","-5.78%"
"10/23/2022","1,132.37","1,119.41","1,167.69","1,092.15","2.44B","0.71%"
"10/16/2022","1,124.42","1,085.88","1,146.98","1,085.24","2.15B","5.64%"
"10/09/2022","1,064.35","1,111.30","1,124.16","1,051.35","2.37B","-4.09%"
"10/02/2022","1,109.73","1,121.29","1,176.83","1,103.60","2.47B","-1.12%"
"09/25/2022","1,122.31","1,144.76","1,189.14","1,119.27","2.50B","-2.38%"
"09/18/2022","1,149.64","1,226.06","1,253.30","1,134.91","2.29B","-7.02%"
"09/11/2022","1,236.40","1,297.71","1,311.72","1,218.14","2.23B","-4.15%"
"09/04/2022","1,289.97","1,225.92","1,292.27","1,200.12","1.42B","5.62%"
"08/28/2022","1,221.30","1,242.62","1,261.73","1,200.15","1.76B","-2.66%"
"08/21/2022","1,254.71","1,294.87","1,310.97","1,254.60","1.55B","-4.75%"
"08/14/2022","1,317.25","1,333.22","1,375.13","1,313.15","1.55B","-1.58%"
"08/07/2022","1,338.45","1,309.28","1,338.45","1,272.95","1.73B","3.24%"
"07/31/2022","1,296.45","1,282.10","1,322.07","1,275.51","1.96B","1.17%"
"07/24/2022","1,281.51","1,215.73","1,286.96","1,161.77","2.03B","5.55%"
"07/17/2022","1,214.18","1,151.75","1,238.01","1,135.59","1.99B","6.79%"
"07/10/2022","1,136.97","1,142.02","1,143.77","1,083.10","1.70B","-1.04%"
"07/03/2022","1,148.97","1,081.79","1,157.38","1,075.24","1.51B","4.55%"
"06/26/2022","1,098.96","1,159.48","1,165.01","1,056.14","2.01B","-4.69%"
"06/19/2022","1,153.04","1,084.34","1,153.63","1,081.80","1.70B","8.25%"
"06/12/2022","1,065.21","1,089.04","1,117.01","1,039.99","2.73B","-5.54%"
"06/05/2022","1,127.72","1,221.22","1,231.07","1,124.29","1.85B","-6.07%"
"05/29/2022","1,200.56","1,204.48","1,236.84","1,185.24","1.25B","0.01%"
"05/22/2022","1,200.50","1,102.52","1,200.62","1,062.09","1.76B","9.24%"
"05/15/2022","1,098.91","1,183.82","1,194.37","1,067.79","2.05B","-7.44%"
"05/08/2022","1,187.30","1,204.37","1,219.42","1,104.01","2.11B","-3.41%"
"05/01/2022","1,229.22","1,271.10","1,323.51","1,208.50","1.78B","-3.37%"
"04/24/2022","1,272.15","1,370.19","1,392.85","1,268.59","1.63B","-7.89%"
"04/17/2022","1,381.16","1,403.27","1,477.59","1,379.78","1.29B","-1.79%"
"04/10/2022","1,406.28","1,396.46","1,433.46","1,388.37","1.06B","-0.81%"
"04/03/2022","1,417.79","1,465.16","1,500.06","1,403.06","1.73B","-3.28%"
"03/27/2022","1,465.81","1,467.95","1,520.73","1,457.62","1.49B","0.89%"
"03/20/2022","1,452.85","1,438.26","1,468.40","1,413.56","1.49B","1.07%"
"03/13/2022","1,437.52","1,314.10","1,438.53","1,285.33","1.85B","9.27%"
"03/06/2022","1,315.58","1,354.91","1,356.29","1,273.13","1.98B","-2.59%"
"02/27/2022","1,350.60","1,380.67","1,413.25","1,336.38","2.03B","-2.63%"
"02/20/2022","1,387.08","1,405.34","1,408.98","1,273.22","1.65B","-2.16%"
"02/13/2022","1,417.74","1,423.78","1,469.87","1,403.95","1.55B","-0.41%"
"02/06/2022","1,423.52","1,461.11","1,502.06","1,416.73","1.83B","-2.25%"
"01/30/2022","1,456.33","1,405.87","1,474.55","1,401.90","2.03B","3.94%"
"01/23/2022","1,401.07","1,383.29","1,448.51","1,348.94","2.26B","-0.96%"
"01/16/2022","1,414.67","1,526.07","1,529.70","1,413.00","1.68B","-8.49%"
"01/09/2022","1,545.90","1,551.40","1,597.79","1,515.01","1.97B","-1.47%"
"01/02/2022","1,569.02","1,639.59","1,666.03","1,564.41","2.23B","-2.59%"
"12/26/2021","1,610.76","1,607.63","1,630.03","1,605.65","1.12B","0.42%"
"12/19/2021","1,604.10","1,530.34","1,608.23","1,504.38","1.29B","3.82%"
"12/12/2021","1,545.06","1,606.22","1,607.40","1,528.65","2.14B","-4.30%"
"12/05/2021","1,614.44","1,578.37","1,636.62","1,558.68","1.77B","2.52%"
"11/28/2021","1,574.74","1,630.48","1,651.03","1,558.30","2.26B","-2.36%"
"11/21/2021","1,612.87","1,682.44","1,699.45","1,610.70","1.44B","-3.61%"
"11/14/2021","1,673.27","1,613.24","1,681.10","1,603.11","1.71B","3.81%"
"11/07/2021","1,611.82","1,648.76","1,664.14","1,590.50","1.87B","-3.19%"
"10/31/2021","1,664.89","1,595.40","1,676.90","1,585.90","2.05B","4.99%"
"10/24/2021","1,585.72","1,536.99","1,591.85","1,529.43","1.74B","3.98%"
"10/17/2021","1,525.03","1,502.46","1,536.51","1,498.62","1.36B","1.47%"
"10/10/2021","1,502.87","1,453.13","1,503.21","1,444.23","1.31B","3.55%"
"10/03/2021","1,451.37","1,441.84","1,463.83","1,416.31","1.57B","0.89%"
"09/26/2021","1,438.51","1,466.68","1,484.24","1,421.07","1.63B","-2.43%"
"09/19/2021","1,474.29","1,453.29","1,475.76","1,416.19","1.63B","0.31%"
"09/12/2021","1,469.69","1,469.23","1,481.34","1,445.28","1.62B","0.54%"
"09/05/2021","1,461.86","1,467.72","1,484.23","1,461.61","1.06B","-0.33%"
"08/29/2021","1,466.71","1,453.42","1,477.20","1,452.36","1.24B","1.20%"
"08/22/2021","1,449.28","1,416.54","1,451.40","1,416.54","1.40B","2.62%"
"08/15/2021","1,412.34","1,438.66","1,439.95","1,391.84","1.42B","-2.24%"
"08/08/2021","1,444.70","1,444.61","1,450.89","1,437.42","1.15B","0.04%"
"08/01/2021","1,444.09","1,449.55","1,456.59","1,435.87","1.63B","0.37%"
"07/25/2021","1,438.71","1,478.58","1,488.63","1,435.25","1.46B","-2.57%"
"07/18/2021","1,476.62","1,417.15","1,478.72","1,403.26","1.60B","2.85%"
"07/11/2021","1,435.67","1,477.59","1,485.38","1,434.38","1.28B","-2.63%"
"07/04/2021","1,474.52","1,457.11","1,475.53","1,435.60","1.13B","1.45%"
"06/27/2021","1,453.51","1,425.20","1,453.64","1,419.99","1.36B","2.07%"
"06/20/2021","1,424.04","1,390.49","1,433.93","1,385.85","1.66B","2.62%"
"06/13/2021","1,387.66","1,388.86","1,398.47","1,373.64","1.60B","-0.07%"
"06/06/2021","1,388.59","1,364.64","1,388.62","1,355.48","1.35B","1.62%"
"05/30/2021","1,366.39","1,388.67","1,389.08","1,353.87","1.44B","-0.99%"
"05/23/2021","1,380.08","1,354.87","1,387.85","1,353.10","2.17B","2.23%"
"05/16/2021","1,349.99","1,364.19","1,375.93","1,327.73","1.74B","-1.22%"
"05/09/2021","1,366.70","1,416.72","1,416.76","1,328.49","1.61B","-3.69%"
"05/02/2021","1,419.11","1,441.62","1,443.96","1,392.39","1.45B","-1.17%"
"04/25/2021","1,435.89","1,428.37","1,443.38","1,418.54","1.58B","0.94%"
"04/18/2021","1,422.50","1,432.69","1,435.18","1,396.47","1.45B","-1.23%"
"04/11/2021","1,440.19","1,410.56","1,441.61","1,409.33","1.30B","2.04%"
"04/04/2021","1,411.45","1,372.07","1,411.45","1,372.07","1.62B","4.23%"
"03/28/2021","1,354.13","1,323.84","1,354.88","1,308.48","1.12B","2.17%"
"03/21/2021","1,325.34","1,333.50","1,347.58","1,292.68","1.77B","-0.21%"
"03/14/2021","1,328.16","1,330.56","1,359.07","1,304.28","2.00B","-0.15%"
"03/07/2021","1,330.13","1,263.73","1,334.09","1,255.13","1.83B","5.74%"
"02/28/2021","1,257.91","1,307.53","1,327.47","1,201.65","2.25B","-2.82%"
"02/21/2021","1,294.47","1,348.86","1,351.73","1,275.36","2.25B","-4.90%"
"02/14/2021","1,361.14","1,367.67","1,378.12","1,349.42","1.18B","-0.54%"
"02/07/2021","1,368.53","1,392.69","1,395.85","1,355.95","1.53B","-1.26%"
"01/31/2021","1,385.96","1,320.69","1,391.58","1,316.52","1.78B","5.99%"
"01/24/2021","1,307.64","1,373.47","1,383.73","1,299.75","2.12B","-4.42%"
"01/17/2021","1,368.13","1,335.59","1,383.03","1,328.99","1.55B","3.09%"
"01/10/2021","1,327.14","1,334.88","1,355.05","1,322.52","1.90B","-1.88%"
"01/03/2021","1,352.53","1,309.64","1,354.32","1,272.76","1.79B","3.84%"
"12/27/2020","1,302.56","1,288.22","1,306.15","1,282.07","935.12M","1.98%"
