"Date","Price","Open","High","Low","Vol.","Change %"
"11/03/2019","446.13","437.36","455.70","437.36","925.57M","2.01%"
"10/27/2019","437.36","438.87","442.54","422.90","843.58M","-0.34%"
"10/20/2019","438.87","420.67","440.11","420.67","755.69M","4.33%"
"10/13/2019","420.67","428.04","433.38","420.67","753.87M","-1.72%"
"10/06/2019","428.04","423.76","431.42","412.29","730.03M","1.01%"
"09/29/2019","423.76","440.45","440.45","410.74","731.75M","-3.79%"
"09/22/2019","440.45","452.25","453.81","437.43","776.05M","-2.61%"
"09/15/2019","452.25","447.81","464.84","447.81","1.12B","0.99%"
"09/08/2019","447.81","433.24","452.69","433.24","921.41M","3.36%"
"09/01/2019","433.24","422.09","435.23","413.63","577.30M","2.64%"
"08/25/2019","422.09","410.68","426.99","407.81","704.10M","2.78%"
"08/18/2019","410.68","419.03","429.95","408.50","730.34M","-1.99%"
"08/11/2019","419.03","435.96","437.69","409.73","829.33M","-3.88%"
"08/04/2019","435.96","445.85","445.85","422.48","1.07B","-2.22%"
"07/28/2019","445.85","461.46","468.63","441.57","1.02B","-3.38%"
"07/21/2019","461.46","464.01","472.22","459.74","709.92M","-0.55%"
"07/14/2019","464.01","476.89","477.26","457.10","765.67M","-2.70%"
"07/07/2019","476.89","466.84","478.27","463.69","650.41M","2.15%"
"06/30/2019","466.84","471.28","478.62","462.19","523.45M","-0.94%"
"06/23/2019","471.28","470.57","472.90","462.00","771.54M","0.15%"
"06/16/2019","470.57","447.48","472.01","445.26","879.33M","5.16%"
"06/09/2019","447.48","449.69","456.30","444.01","","-0.49%"
"06/02/2019","449.69","432.13","452.30","432.13","","4.07%"
"05/26/2019","432.10","452.22","453.50","431.64","","-4.45%"
"05/19/2019","452.22","468.23","474.84","448.11","","-3.42%"
"05/12/2019","468.23","471.66","474.71","461.65","","-0.73%"
"05/05/2019","471.66","474.50","476.74","463.02","","-0.60%"
"04/28/2019","474.50","490.47","493.87","470.51","","-3.26%"
"04/21/2019","490.47","496.88","509.02","485.54","","-1.29%"
"04/14/2019","496.88","499.60","503.90","495.88","","-0.54%"
"04/07/2019","499.60","500.45","505.13","494.89","","-0.17%"
"03/31/2019","500.45","489.45","500.99","486.05","","2.25%"
"03/24/2019","489.45","484.86","495.95","480.53","","0.95%"
"03/17/2019","484.86","484.84","498.87","483.08","","0.00%"
"03/10/2019","484.84","469.77","487.71","469.77","","3.21%"
"03/03/2019","469.77","488.65","491.60","465.50","","-3.86%"
"02/24/2019","488.65","483.41","489.57","477.02","","1.08%"
"02/17/2019","483.41","485.89","491.75","480.14","","-0.51%"
"02/10/2019","485.89","463.84","486.05","460.32","","4.75%"
"02/03/2019","463.84","479.44","481.83","455.85","","-3.25%"
"01/27/2019","479.44","464.69","482.07","454.95","","3.17%"
"01/20/2019","464.69","471.53","471.53","452.97","","-1.45%"
"01/13/2019","471.53","458.28","472.83","453.54","","2.89%"
"01/06/2019","458.28","443.41","461.46","440.34","","3.35%"
"12/30/2018","443.41","422.16","444.20","416.10","","5.03%"
"12/23/2018","422.16","415.06","429.04","395.14","","1.71%"
"12/16/2018","415.06","455.93","458.49","412.09","","-8.96%"
"12/09/2018","455.93","471.34","474.37","453.14","","-3.27%"
"12/02/2018","471.34","486.42","500.45","464.16","","-3.10%"
"11/25/2018","486.42","469.96","491.44","469.96","","3.50%"
"11/18/2018","469.96","495.03","496.47","466.92","","-5.06%"
"11/11/2018","495.03","505.68","511.05","474.84","","-2.11%"
"11/04/2018","505.68","500.99","520.88","497.16","","0.94%"
"10/28/2018","500.99","492.59","510.67","477.33","","1.71%"
"10/21/2018","492.59","530.02","530.55","484.71","","-7.06%"
"10/14/2018","530.02","540.51","542.59","529.76","","-1.94%"
"10/07/2018","540.51","571.36","580.35","532.44","","-5.40%"
"09/30/2018","571.36","560.91","575.65","560.91","","1.86%"
"09/23/2018","560.91","556.34","570.35","556.34","","0.82%"
"09/16/2018","556.34","545.87","557.99","545.60","","1.92%"
"09/09/2018","545.87","534.93","548.11","532.91","","2.05%"
"09/02/2018","534.93","547.58","550.21","527.36","","-2.31%"
"08/26/2018","547.58","548.40","555.66","545.32","","-0.15%"
"08/19/2018","548.40","534.27","551.46","534.01","","2.64%"
"08/12/2018","534.27","554.18","555.44","528.23","","-3.59%"
"08/05/2018","554.18","556.06","565.09","549.01","","-0.34%"
"07/29/2018","556.06","566.22","573.15","553.00","","-1.79%"
"07/22/2018","566.22","553.41","569.92","550.38","","2.31%"
"07/15/2018","553.41","564.08","564.08","547.23","","-1.89%"
"07/08/2018","564.08","559.67","576.58","556.29","","0.79%"
"07/01/2018","559.67","561.54","565.35","550.25","","-0.33%"
"06/24/2018","561.54","555.82","567.32","540.58","","1.03%"
"06/17/2018","555.82","547.51","561.29","541.83","","1.52%"
"06/10/2018","547.51","565.02","570.06","546.89","","-3.10%"
"06/03/2018","565.02","561.37","569.03","552.34","","0.65%"
"05/27/2018","561.37","547.77","565.17","540.97","","2.48%"
"05/20/2018","547.77","573.85","583.43","542.40","","-4.54%"
"05/13/2018","573.85","565.28","579.21","564.75","","1.52%"
"05/06/2018","565.28","544.84","568.92","536.40","","3.75%"
"04/29/2018","544.84","544.78","550.85","534.67","","0.01%"
"04/22/2018","544.78","541.48","551.66","533.92","","0.61%"
"04/15/2018","541.48","527.75","548.26","526.20","","2.60%"
"04/08/2018","527.75","497.80","529.74","497.80","","6.02%"
"04/01/2018","497.80","498.29","510.04","479.90","","-0.10%"
"03/25/2018","498.29","493.31","506.36","487.17","","1.01%"
"03/18/2018","493.31","497.93","509.72","486.89","","-0.93%"
"03/11/2018","497.93","502.18","505.75","489.25","","-0.85%"
"03/04/2018","502.18","491.86","502.40","488.63","","2.10%"
"02/25/2018","491.86","505.59","513.86","482.60","","-2.72%"
"02/18/2018","505.59","500.52","505.94","489.42","","1.01%"
"02/11/2018","500.52","491.04","505.34","491.03","","1.93%"
"02/04/2018","491.04","536.43","536.43","475.12","","-8.46%"
"01/28/2018","536.43","573.24","573.24","532.77","","-6.42%"
"01/21/2018","573.24","564.66","579.19","564.66","","1.52%"
"01/14/2018","564.66","572.02","572.68","560.89","","-1.29%"
"01/07/2018","572.02","554.41","572.35","552.62","","3.18%"
"12/31/2017","554.41","533.41","554.72","533.41","","3.94%"
"12/24/2017","533.41","532.36","537.60","532.36","","0.20%"
"12/17/2017","532.36","509.24","534.29","509.24","","4.54%"
"12/10/2017","509.24","509.77","515.79","508.43","","-0.10%"
"12/03/2017","509.77","513.33","520.87","503.02","","-0.69%"
"11/26/2017","513.33","499.94","516.47","493.93","","2.68%"
"11/19/2017","499.94","496.33","501.42","493.26","","0.73%"
"11/12/2017","496.33","513.67","514.25","492.95","","-3.38%"
"11/05/2017","513.67","508.14","520.76","508.14","","1.09%"
"10/29/2017","508.14","499.45","510.67","498.83","","1.74%"
"10/22/2017","499.45","502.26","504.04","491.89","","-0.56%"
"10/15/2017","502.26","504.51","508.53","498.67","","-0.45%"
"10/08/2017","504.51","503.79","510.24","502.35","","0.14%"
"10/01/2017","503.79","506.72","508.76","499.82","","-0.58%"
"09/24/2017","506.72","497.41","509.70","497.41","","1.87%"
"09/17/2017","497.41","487.76","498.62","486.43","","1.98%"
"09/10/2017","487.76","471.43","489.87","471.43","","3.46%"
"09/03/2017","471.43","465.36","477.83","464.76","","1.30%"
"08/27/2017","465.36","461.78","466.77","455.87","","0.78%"
"08/20/2017","461.78","457.09","463.56","453.20","","1.03%"
"08/13/2017","457.09","469.55","472.50","453.29","","-2.65%"
"08/06/2017","469.55","483.44","483.44","469.31","","-2.87%"
"07/30/2017","483.44","488.44","492.52","479.81","","-1.02%"
"07/23/2017","488.44","479.45","492.57","477.26","","1.88%"
"07/16/2017","479.45","481.77","489.55","476.98","","-0.48%"
"07/09/2017","481.78","471.95","482.64","470.34","","2.08%"
"07/02/2017","471.95","477.91","489.53","466.94","","-1.25%"
"06/25/2017","477.91","474.83","481.49","471.74","","0.65%"
"06/18/2017","474.83","488.95","488.95","469.60","","-2.89%"
