"Date","Price","Open","High","Low","Vol.","Change %"
"09/11/2022","176.05","188.14","189.97","174.35","1.78B","-6.43%"
"09/04/2022","188.14","182.92","188.41","179.55","1.14B","2.85%"
"08/28/2022","182.92","187.37","188.20","182.14","1.26B","-2.37%"
"08/21/2022","187.37","196.85","196.85","187.36","1.14B","-4.82%"
"08/14/2022","196.85","203.52","205.61","196.09","1.13B","-3.28%"
"08/07/2022","203.52","194.79","203.70","193.08","1.30B","4.48%"
"07/31/2022","194.79","192.55","197.46","189.78","1.35B","1.16%"
"07/24/2022","192.55","187.88","193.91","182.83","1.55B","2.49%"
"07/17/2022","187.88","190.09","198.35","186.58","1.66B","-1.16%"
"07/10/2022","190.09","196.50","196.50","183.54","993.05M","-3.26%"
"07/03/2022","196.50","187.29","197.59","182.95","710.65M","4.92%"
"06/26/2022","187.29","196.35","196.95","183.22","975.09M","-4.54%"
"06/19/2022","196.20","183.39","196.26","183.39","1.13B","7.00%"
"06/12/2022","183.37","192.17","192.17","179.80","1.52B","-4.58%"
"06/05/2022","192.17","200.46","206.03","191.77","916.79M","-4.14%"
"05/29/2022","200.46","200.75","205.54","199.09","897.35M","-0.14%"
"05/22/2022","200.75","193.79","200.76","185.28","1.16B","3.59%"
"05/15/2022","193.79","199.81","202.40","189.16","1.33B","-3.01%"
"05/08/2022","199.81","200.13","201.11","190.62","1.62B","-0.16%"
"05/01/2022","200.13","198.03","212.03","197.26","1.63B","1.06%"
"04/24/2022","198.03","206.48","209.70","196.27","2.07B","-4.09%"
"04/17/2022","206.48","223.81","228.64","206.13","2.00B","-7.74%"
"04/10/2022","223.81","233.50","233.50","223.67","1.53B","-3.00%"
"04/03/2022","230.73","237.17","242.90","229.57","1.83B","-2.72%"
"03/27/2022","237.17","237.30","242.13","234.70","998.95M","-0.05%"
"03/20/2022","237.30","232.31","238.00","228.21","983.68M","2.15%"
"03/13/2022","232.31","219.59","232.59","215.13","1.39B","5.79%"
"03/06/2022","219.59","226.71","226.71","216.44","1.27B","-3.14%"
"02/27/2022","226.71","232.93","234.25","224.95","1.24B","-2.67%"
"02/20/2022","232.93","228.72","233.70","217.29","1.12B","1.84%"
"02/13/2022","228.72","234.52","238.93","228.25","1.29B","-2.47%"
"02/06/2022","234.52","243.93","245.05","233.54","1.57B","-3.86%"
"01/30/2022","243.93","244.55","264.87","240.03","1.74B","-0.25%"
"01/23/2022","244.55","243.22","244.77","233.23","1.75B","0.55%"
"01/16/2022","243.22","261.66","261.66","243.12","1.23B","-7.05%"
"01/09/2022","261.66","260.30","265.47","253.40","1.14B","0.52%"
"01/02/2022","260.30","267.48","270.69","259.07","1.35B","-2.68%"
"12/26/2021","267.48","269.61","273.65","267.47","792.69M","-0.79%"
"12/19/2021","269.61","262.92","270.70","258.77","820.50M","2.54%"
"12/12/2021","262.92","266.26","268.38","259.22","1.54B","-1.25%"
"12/05/2021","266.26","258.65","268.31","258.65","1.20B","2.94%"
"11/28/2021","258.65","265.98","270.20","255.62","1.68B","-2.76%"
"11/21/2021","265.98","274.93","276.15","265.52","795.93M","-3.26%"
"11/14/2021","274.93","277.70","279.81","274.30","1.07B","-1.00%"
"11/07/2021","277.70","279.05","281.05","272.95","979.77M","-0.48%"
"10/31/2021","279.05","275.13","281.43","272.83","1.17B","1.42%"
"10/24/2021","275.13","269.62","275.29","267.04","1.14B","2.04%"
"10/17/2021","269.62","271.29","276.03","267.93","963.44M","-0.62%"
"10/10/2021","271.29","272.45","272.50","264.59","1.08B","-0.43%"
"10/03/2021","272.45","272.81","275.84","264.56","990.30M","-0.13%"
"09/26/2021","272.81","277.81","278.33","268.00","883.83M","-1.80%"
"09/19/2021","277.81","279.82","279.82","271.12","958.29M","-0.72%"
"09/12/2021","279.82","283.32","285.75","278.84","1.03B","-1.24%"
"09/05/2021","283.32","286.77","288.57","283.18","615.65M","-1.20%"
"08/29/2021","286.77","284.06","289.48","283.65","763.85M","0.95%"
"08/22/2021","284.06","276.32","284.57","276.32","673.71M","2.80%"
"08/15/2021","276.32","277.40","278.12","271.62","716.27M","-0.39%"
"08/08/2021","277.40","275.34","278.23","274.16","645.33M","0.75%"
"08/01/2021","275.34","273.30","276.20","269.18","844.44M","0.75%"
"07/25/2021","273.30","275.96","279.75","272.40","948.49M","-0.96%"
"07/18/2021","275.96","267.30","276.80","261.64","934.77M","3.24%"
"07/11/2021","267.30","267.97","272.09","266.91","754.38M","-0.25%"
"07/04/2021","267.97","269.14","270.07","264.22","637.47M","-0.43%"
"06/27/2021","269.14","264.16","269.43","263.19","783.28M","1.89%"
"06/20/2021","264.16","258.06","264.51","257.53","871.54M","2.36%"
"06/13/2021","258.06","260.93","263.60","257.47","934.73M","-1.10%"
"06/06/2021","260.93","258.81","261.32","258.08","787.10M","0.82%"
"05/30/2021","258.81","257.37","259.27","253.94","675.21M","0.56%"
"05/23/2021","257.37","251.18","259.14","251.18","1.01B","2.46%"
"05/16/2021","251.18","252.80","253.04","243.72","1.80B","-0.64%"
"05/09/2021","252.80","257.83","257.83","245.89","968.39M","-1.95%"
"05/02/2021","257.83","257.55","259.46","250.66","1.12B","0.11%"
"04/25/2021","257.55","250.35","260.25","249.70","1.13B","2.88%"
"04/18/2021","250.35","251.93","253.07","246.35","1.25B","-0.63%"
"04/11/2021","251.93","251.95","252.66","248.04","1.07B","-0.01%"
"04/04/2021","251.95","244.20","252.68","244.20","1.29B","3.17%"
"03/28/2021","244.20","236.19","244.38","235.19","1.43B","3.39%"
"03/21/2021","236.19","240.71","244.61","232.64","1.57B","-1.88%"
"03/14/2021","240.71","239.41","244.97","238.26","1.30B","0.54%"
