"Date","Price","Open","High","Low","Vol.","Change %"
"07/17/2022","544.18","528.83","551.01","524.11","1.33B","2.90%"
"07/10/2022","528.83","533.64","535.31","505.01","1.37B","-0.90%"
"07/03/2022","533.64","530.85","537.47","515.96","871.34M","0.53%"
"06/26/2022","530.85","538.72","547.05","513.51","1.20B","-1.46%"
"06/19/2022","538.72","512.37","538.95","510.71","1.22B","5.14%"
"06/12/2022","512.37","538.67","538.67","506.58","1.94B","-4.88%"
"06/05/2022","538.67","577.81","588.53","538.58","1.12B","-6.77%"
"05/29/2022","577.81","590.46","592.81","573.55","1.07B","-2.14%"
"05/22/2022","590.46","546.49","590.46","546.49","1.39B","8.05%"
"05/15/2022","546.49","556.31","568.09","534.82","1.44B","-1.77%"
"05/08/2022","556.31","576.98","576.98","538.15","1.58B","-3.58%"
"05/01/2022","576.98","573.70","599.50","562.29","1.57B","0.57%"
"04/24/2022","573.70","601.30","603.44","572.09","1.55B","-4.59%"
"04/17/2022","601.30","613.38","636.72","600.85","1.53B","-1.97%"
"04/10/2022","613.38","630.05","634.36","613.11","1.17B","-2.65%"
"04/03/2022","630.05","636.27","638.21","614.99","1.46B","-0.98%"
"03/27/2022","636.27","657.82","665.67","631.66","1.59B","-3.28%"
"03/20/2022","657.82","647.02","660.66","642.87","1.24B","1.67%"
"03/13/2022","647.02","603.92","648.34","603.92","1.84B","7.14%"
"03/06/2022","603.92","617.65","618.35","589.15","1.88B","-2.22%"
"02/27/2022","617.65","649.25","649.25","610.65","2.03B","-4.87%"
"02/20/2022","649.25","651.02","654.52","611.28","1.36B","-0.27%"
"02/13/2022","651.02","666.25","671.06","648.15","1.32B","-2.29%"
"02/06/2022","666.25","666.38","687.41","662.44","1.49B","-0.02%"
"01/30/2022","666.38","643.77","672.01","635.89","1.50B","3.51%"
"01/23/2022","643.77","635.39","654.13","612.65","1.98B","1.32%"
"01/16/2022","635.39","679.12","679.12","632.88","1.53B","-6.44%"
"01/09/2022","679.12","684.91","693.52","670.92","1.57B","-0.85%"
"01/02/2022","684.91","650.04","686.44","650.04","1.56B","5.36%"
"12/26/2021","650.04","646.50","657.67","645.44","701.29M","0.55%"
"12/19/2021","646.50","639.39","652.07","619.97","898.75M","1.11%"
"12/12/2021","639.39","647.84","658.83","636.01","1.77B","-1.30%"
"12/05/2021","647.84","631.20","654.37","631.20","1.23B","2.64%"
"11/28/2021","631.20","643.93","653.31","623.29","1.71B","-1.98%"
"11/21/2021","643.93","647.83","668.26","636.71","981.09M","-0.60%"
"11/14/2021","647.83","666.61","670.26","643.05","1.07B","-2.82%"
"11/07/2021","666.61","664.86","673.26","660.58","1.03B","0.26%"
"10/31/2021","664.86","669.09","675.84","659.47","1.18B","-0.63%"
"10/24/2021","669.09","675.17","679.38","663.72","1.17B","-0.90%"
"10/17/2021","675.17","656.87","676.37","653.99","1.15B","2.79%"
"10/10/2021","656.87","648.89","660.18","627.83","1.32B","1.23%"
"10/03/2021","648.89","634.54","652.41","628.37","1.16B","2.26%"
"09/26/2021","634.54","636.42","647.57","624.06","1.36B","-0.30%"
"09/19/2021","636.42","622.64","638.35","599.92","1.36B","2.21%"
"09/12/2021","622.64","623.21","634.31","619.63","1.65B","-0.09%"
"09/05/2021","623.21","631.49","633.55","622.87","880.46M","-1.30%"
"08/29/2021","631.43","647.31","647.71","629.95","1.28B","-2.45%"
"08/22/2021","647.31","625.58","647.45","625.58","1.01B","3.47%"
"08/15/2021","625.58","640.34","640.34","617.88","1.12B","-2.31%"
"08/08/2021","640.34","628.53","646.36","624.60","1.16B","1.88%"
"08/01/2021","628.53","606.90","629.81","600.21","1.24B","3.56%"
"07/25/2021","606.90","602.61","614.29","598.98","1.27B","0.71%"
"07/18/2021","602.61","600.62","611.22","580.30","1.45B","0.33%"
"07/11/2021","600.62","610.19","617.34","599.09","1.44B","-1.57%"
"07/04/2021","610.19","614.07","614.07","590.35","1.09B","-0.63%"
"06/27/2021","614.07","614.75","615.70","606.07","1.08B","-0.11%"
"06/20/2021","614.75","583.92","616.08","583.92","1.39B","5.28%"
"06/13/2021","583.92","622.55","622.55","583.38","1.97B","-6.21%"
"06/06/2021","622.55","637.75","638.40","618.38","1.26B","-2.38%"
"05/30/2021","637.75","630.13","640.04","630.13","943.23M","1.21%"
"05/23/2021","630.13","623.58","632.26","617.93","1.31B","1.05%"
"05/16/2021","623.58","629.04","631.63","607.62","1.19B","-0.87%"
"05/09/2021","629.04","627.29","635.30","606.68","1.32B","0.28%"
"05/02/2021","627.29","601.98","627.61","598.84","1.20B","4.20%"
"04/25/2021","601.98","587.97","608.14","587.97","1.30B","2.38%"
"04/18/2021","587.97","588.09","590.30","572.13","1.43B","-0.02%"
"04/11/2021","588.09","583.88","590.08","578.05","1.54B","0.72%"
"04/04/2021","583.88","572.97","584.25","572.97","1.15B","1.90%"
"03/28/2021","572.97","572.10","573.25","561.11","1.17B","0.15%"
"03/21/2021","572.10","566.65","572.74","549.23","1.46B","0.96%"
"03/14/2021","566.65","576.35","584.34","560.76","2.06B","-1.68%"
"03/07/2021","576.35","558.63","578.73","555.59","1.55B","3.17%"
"02/28/2021","558.63","535.64","562.87","535.64","1.72B","4.29%"
"02/21/2021","535.64","537.59","560.84","534.00","1.83B","-0.36%"
"02/14/2021","537.59","522.92","539.35","522.92","1.17B","2.81%"
"02/07/2021","522.92","512.69","523.28","512.69","1.15B","2.00%"
"01/31/2021","512.69","480.98","516.35","480.98","1.36B","6.59%"
"01/24/2021","480.98","504.11","504.11","478.64","1.73B","-4.59%"
"01/17/2021","504.11","513.38","517.82","501.74","1.27B","-1.81%"
"01/10/2021","513.38","513.24","525.27","506.45","1.63B","0.03%"
"01/03/2021","513.24","490.43","519.24","479.77","1.75B","4.65%"
"12/27/2020","490.43","481.31","490.97","481.31","687.72M","1.89%"
"12/20/2020","481.31","472.13","483.78","469.97","1.05B","1.94%"
"12/13/2020","472.13","471.58","476.83","465.55","1.70B","0.12%"
"12/06/2020","471.58","480.05","480.05","467.66","1.39B","-1.76%"
"11/29/2020","480.05","471.52","480.83","461.64","1.72B","1.81%"
"11/22/2020","471.52","450.77","475.73","450.77","1.14B","4.60%"
"11/15/2020","450.77","448.35","463.40","448.28","1.44B","0.54%"
"11/08/2020","448.35","414.07","455.26","414.07","2.10B","8.28%"
"11/01/2020","414.07","396.09","420.36","396.09","1.72B","4.54%"
"10/25/2020","396.09","419.47","419.47","386.44","1.71B","-5.57%"
"10/18/2020","419.47","415.21","421.97","408.20","1.45B","1.03%"
"10/11/2020","415.21","419.12","425.08","407.34","1.66B","-0.93%"
"10/04/2020","419.12","404.00","421.46","404.00","1.56B","3.74%"
"09/27/2020","404.00","391.10","406.45","391.10","1.53B","3.30%"
"09/20/2020","391.10","408.43","408.43","381.91","1.69B","-4.24%"
"09/13/2020","408.43","409.33","418.38","406.96","2.01B","-0.22%"
"09/06/2020","409.33","419.21","419.21","405.57","1.28B","-2.36%"
"08/30/2020","419.21","420.73","430.58","412.09","1.61B","-0.36%"
"08/23/2020","420.73","403.18","421.51","403.18","1.30B","4.35%"
"08/16/2020","403.18","417.39","417.39","401.98","1.26B","-3.40%"
"08/09/2020","417.39","412.08","426.88","412.08","1.47B","1.29%"
"08/02/2020","412.08","399.06","412.38","396.21","1.38B","3.26%"
"07/26/2020","399.06","402.85","406.73","393.67","1.57B","-0.94%"
"07/19/2020","402.85","397.87","406.46","394.62","1.59B","1.25%"
"07/12/2020","397.87","389.97","405.32","386.38","1.92B","2.03%"
"07/05/2020","389.97","381.75","392.71","373.80","1.68B","2.15%"
"06/28/2020","381.75","375.84","390.79","375.84","1.42B","1.57%"
"06/21/2020","375.84","396.68","403.02","374.79","2.04B","-5.25%"
"06/14/2020","396.68","394.14","414.51","379.99","2.33B","0.64%"
"06/07/2020","394.14","434.64","443.30","382.18","2.47B","-9.32%"
"05/31/2020","434.64","387.52","443.80","386.70","2.23B","12.16%"
"05/24/2020","387.52","363.60","402.99","363.60","2.09B","6.58%"
"05/17/2020","363.60","348.60","369.50","348.60","1.73B","4.30%"
"05/10/2020","348.60","369.60","369.60","332.96","2.34B","-5.68%"
"05/03/2020","369.60","365.79","369.89","353.76","1.73B","1.04%"
"04/26/2020","365.79","360.99","392.84","360.99","1.96B","1.33%"
"04/19/2020","360.99","372.64","372.64","352.41","1.95B","-3.13%"
"04/12/2020","372.64","388.28","388.28","350.00","2.35B","-4.03%"
"04/05/2020","388.28","325.95","393.01","325.95","2.02B","19.12%"
"03/29/2020","325.95","349.66","358.06","321.56","2.22B","-6.78%"
"03/22/2020","349.66","312.65","363.12","291.28","3.10B","11.84%"
"03/15/2020","312.65","381.20","381.20","298.96","3.46B","-17.98%"
"03/08/2020","381.20","422.74","422.74","336.54","3.45B","-9.83%"
"03/01/2020","422.74","440.70","466.52","413.90","2.94B","-4.08%"
"02/23/2020","440.70","509.70","509.70","429.83","2.61B","-13.54%"
"02/16/2020","509.70","516.18","517.98","506.95","1.08B","-1.26%"
"02/09/2020","516.18","512.49","519.77","510.60","977.18M","0.72%"
"02/02/2020","512.49","497.10","517.78","497.10","1.27B","3.10%"
"01/26/2020","497.10","504.03","507.72","494.17","1.40B","-1.37%"
"01/19/2020","504.03","515.28","515.28","501.01","1.12B","-2.18%"
"01/12/2020","515.28","509.47","515.97","507.39","1.57B","1.14%"
"01/05/2020","509.47","510.52","513.84","505.94","1.13B","-0.21%"
"12/29/2019","510.52","511.89","516.26","507.94","768.47M","-0.27%"
"12/22/2019","511.89","510.17","513.64","508.37","546.16M","0.34%"
"12/15/2019","510.17","507.63","513.34","507.63","1.66B","0.50%"
"12/08/2019","507.63","502.58","512.24","498.75","1.25B","1.00%"
"12/01/2019","502.58","498.96","503.96","486.04","1.26B","0.73%"
"11/24/2019","498.96","495.51","500.68","495.51","854.74M","0.70%"
"11/17/2019","495.51","493.22","496.41","489.11","1.10B","0.46%"
"11/10/2019","493.22","494.49","495.08","487.92","977.25M","-0.26%"
"11/03/2019","494.49","482.76","497.53","482.76","1.36B","2.43%"
"10/27/2019","482.76","475.59","483.35","472.42","1.28B","1.51%"
"10/20/2019","475.59","466.45","476.79","466.45","1.23B","1.96%"
"10/13/2019","466.45","459.31","468.88","457.43","1.39B","1.55%"
"10/06/2019","459.31","455.67","464.46","444.27","1.25B","0.80%"
"09/29/2019","455.67","466.03","467.80","439.16","1.38B","-2.22%"
"09/22/2019","466.03","466.96","469.97","461.82","1.29B","-0.20%"
"09/15/2019","466.96","471.68","474.05","466.32","1.50B","-1.00%"
"09/08/2019","471.68","454.01","473.03","454.01","1.59B","3.89%"
"09/01/2019","454.01","445.65","457.86","437.22","974.45M","1.88%"
"08/25/2019","445.65","431.84","447.91","431.20","1.18B","3.20%"
"08/18/2019","431.84","440.19","447.41","429.31","1.21B","-1.90%"
"08/11/2019","440.19","449.93","450.07","429.38","1.55B","-2.16%"
"08/04/2019","449.93","457.56","457.56","435.34","1.56B","-1.67%"
"07/28/2019","457.56","476.09","476.65","451.69","1.47B","-3.89%"
"07/21/2019","476.09","463.68","476.43","462.11","1.34B","2.68%"
"07/14/2019","463.68","469.97","470.45","461.57","1.45B","-1.34%"
"07/07/2019","469.97","467.83","470.09","462.03","1.06B","0.46%"
"06/30/2019","467.83","458.92","469.24","458.92","809.37M","1.94%"
"06/23/2019","458.92","452.28","460.21","447.11","1.42B","1.47%"
"06/16/2019","452.28","450.55","456.73","445.87","1.46B","0.38%"
"06/09/2019","450.55","448.64","456.63","446.65","","0.43%"
"06/02/2019","448.64","430.65","451.12","429.62","","4.18%"
"05/26/2019","430.65","444.42","444.75","430.29","","-3.10%"
"05/19/2019","444.42","445.52","450.26","437.67","","-0.25%"
"05/12/2019","445.52","455.03","455.03","439.39","","-2.09%"
"05/05/2019","455.03","465.52","465.52","445.79","","-2.25%"
"04/28/2019","465.52","459.96","466.80","458.34","","1.21%"
"04/21/2019","459.96","453.66","459.99","450.47","","1.39%"
"04/14/2019","453.66","450.63","455.58","446.62","","0.67%"
"04/07/2019","450.63","441.40","453.48","436.21","","2.09%"
"03/31/2019","441.40","427.19","443.29","427.19","","3.33%"
"03/24/2019","427.19","421.09","429.48","416.91","","1.45%"
"03/17/2019","421.09","442.54","450.44","419.45","","-4.85%"
"03/10/2019","442.54","429.74","443.93","429.74","","2.98%"
"03/03/2019","429.74","441.64","445.77","425.10","","-2.69%"
"02/24/2019","441.64","438.13","445.84","436.91","","0.80%"
"02/17/2019","438.13","437.75","441.62","434.44","","0.09%"
"02/10/2019","437.75","425.53","437.88","424.69","","2.87%"
"02/03/2019","425.53","432.10","434.13","419.94","","-1.52%"
